id,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,model_probability,mistrust_score,decision_tag,actual_default
14633,20000.0,1,3,2,35,0,0,0,0,0,0,17365.0,19001.0,20269.0,18654.0,18914.0,20200.0,2618.0,2276.0,791.0,686.0,1600.0,0.0,0.21709972556728907,0.3273715953772368,SAFE,0
24876,50000.0,1,2,1,46,0,0,-2,-2,-1,0,51400.0,0.0,0.0,0.0,50108.0,50765.0,0.0,0.0,0.0,50108.0,2363.0,390.0,0.2016662384391658,0.154505397188046,SAFE,0
16783,20000.0,1,2,2,31,0,0,0,0,2,2,13192.0,14202.0,15237.0,17164.0,17294.0,16110.0,1230.0,1265.0,2192.0,694.0,0.0,3134.0,0.24437985842012025,0.7526893615426653,SAFE,1
13026,260000.0,2,2,2,28,-1,-1,-1,-1,-1,-1,500.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0,0.07281257045998246,0.13440332671145389,SAFE,0
24140,100000.0,1,1,2,29,-1,0,-1,-1,0,-1,711.0,1141.0,210.0,780.0,390.0,930.0,1000.0,780.0,1930.0,0.0,930.0,0.0,0.16406232347835473,0.6068597657583927,SAFE,1
22156,270000.0,2,1,2,30,0,0,0,2,0,0,25628.0,27880.0,35387.0,34524.0,36630.0,38871.0,3000.0,8000.0,0.0,3000.0,3000.0,2000.0,0.1971154046067734,0.2880123055044556,SAFE,0
11614,30000.0,1,2,2,33,0,0,0,0,0,-2,28949.0,30319.0,29400.0,30000.0,0.0,0.0,2233.0,1000.0,600.0,0.0,0.0,0.0,0.24514203847040564,0.3496055053236632,SAFE,0
26354,70000.0,2,3,2,30,-1,2,0,0,0,0,71521.0,68041.0,68607.0,27870.0,28219.0,28810.0,0.0,2332.0,1751.0,1100.0,1034.0,1272.0,0.13426683200297496,0.2308480634568609,SAFE,0
10252,180000.0,2,3,1,56,-1,-1,-1,-1,-1,-1,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,0.11216349195096807,0.674644572962507,SAFE,1
13727,360000.0,2,1,1,36,-1,-1,-1,0,0,-2,2471.0,467.0,10947.0,9594.0,0.0,0.0,1000.0,11000.0,0.0,0.0,0.0,37704.0,0.10604516791992886,0.20351985931087185,SAFE,0
29965,360000.0,1,1,2,31,-1,-1,-1,0,0,-1,735.0,51.0,20007.0,18498.0,18422.0,1842.0,51.0,20007.0,1590.0,1000.0,1842.0,390.0,0.09615111081305185,0.23595469820737894,SAFE,0
13021,20000.0,1,2,1,56,3,2,2,2,2,2,17740.0,17166.0,19148.0,18542.0,20122.0,19400.0,0.0,2273.0,0.0,1882.0,0.0,0.0,0.7878283678962021,0.4012180764261898,SAFE,1
5595,30000.0,2,2,2,23,1,-1,-1,-2,-2,-1,-1.0,604.0,0.0,0.0,0.0,359.0,605.0,0.0,0.0,0.0,359.0,0.0,0.2735867539736963,0.32596119406048146,SAFE,0
19538,50000.0,2,2,2,40,0,-1,-1,-1,-2,-2,19869.0,15584.0,4377.0,0.0,0.0,0.0,15584.0,4377.0,0.0,0.0,0.0,0.0,0.14630549543017912,0.22866878148458458,SAFE,0
29145,20000.0,2,2,1,51,0,0,0,0,0,0,11156.0,13263.0,13357.0,14427.0,14894.0,15112.0,2300.0,1300.0,1300.0,700.0,600.0,600.0,0.26385713273202727,0.31625423375851675,SAFE,0
17768,320000.0,2,3,2,53,0,0,0,0,0,0,188373.0,281060.0,261698.0,265703.0,175925.0,188982.0,276698.0,11020.0,11000.0,9486.0,20000.0,10000.0,0.012679868635305444,0.25283257282042926,SAFE,0
10304,210000.0,2,1,1,51,-1,-1,-2,-2,-2,-2,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13766033021702975,0.21901856124484617,SAFE,0
1566,50000.0,1,1,2,29,0,0,0,0,0,0,2087.0,2632.0,3355.0,3253.0,3640.0,3512.0,1000.0,1186.0,500.0,1000.0,500.0,1000.0,0.2876273714470811,0.26762552708734444,SAFE,0
22239,360000.0,2,2,1,31,-2,-2,-2,-2,-2,-2,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,4970.0,0.04826378824647612,0.20193126625490554,SAFE,0
16363,360000.0,2,2,1,33,1,-1,2,2,-2,-2,-10.0,2635.0,590.0,-9.0,-9.0,-9.0,2645.0,2.0,0.0,0.0,0.0,0.0,0.31261006088956544,0.35358545034503835,SAFE,0
27028,50000.0,1,3,1,36,3,2,2,2,2,-1,150.0,150.0,150.0,150.0,150.0,930.0,0.0,0.0,0.0,0.0,930.0,0.0,0.7502501055915369,0.24494197007974727,SAFE,1
10741,360000.0,1,2,1,63,1,-2,-1,-1,-1,-1,-3.0,-3.0,590.0,-10.0,2162.0,3528.0,0.0,593.0,0.0,2172.0,3545.0,0.0,0.26852877176609774,0.6718462792940327,SAFE,1
13130,10000.0,1,3,1,53,-1,-1,0,0,0,0,1772.0,8304.0,9506.0,9702.0,9999.0,10344.0,8304.0,1500.0,500.0,600.0,800.0,0.0,0.15282541683818757,0.21032763951600267,SAFE,0
13091,190000.0,2,1,2,40,0,0,0,0,0,0,78388.0,80740.0,83134.0,96310.0,98411.0,107391.0,3600.0,4000.0,14000.0,3000.0,10000.0,4000.0,0.2018870981817925,0.2919794822276264,SAFE,0
24526,240000.0,1,2,1,41,0,0,0,0,0,0,238902.0,241717.0,240041.0,231036.0,194520.0,195392.0,8135.0,8685.0,10252.0,7016.0,7033.0,7019.0,0.166514696218605,0.6009012160071838,SAFE,1
22758,360000.0,2,2,1,30,0,0,0,-2,-2,-2,17602.0,5986.0,-29.0,-1671.0,87329.0,89608.0,1030.0,37.0,1642.0,89000.0,3000.0,3000.0,0.1561704549145314,0.2455010159352292,SAFE,0
10166,140000.0,1,2,1,40,0,0,0,0,0,0,77356.0,80113.0,82083.0,83029.0,84737.0,94101.0,4000.0,3900.0,3200.0,3200.0,10800.0,0.0,0.2519350471398006,0.33187062058278044,SAFE,0
9080,50000.0,1,2,2,26,1,5,4,8,7,6,48481.0,47426.0,56623.0,55815.0,55033.0,53625.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.6419901212887758,0.5128046189734299,SAFE,0
15728,50000.0,2,2,2,22,0,0,0,0,-1,0,50784.0,50670.0,50222.0,20013.0,39721.0,30526.0,2300.0,2000.0,1682.0,41803.0,1261.0,1200.0,0.17374083244358984,0.13316912151123694,SAFE,0
18963,100000.0,2,2,2,30,0,0,0,0,0,0,92683.0,84278.0,86977.0,89575.0,91382.0,93320.0,3324.0,3428.0,3399.0,2546.0,2671.0,2939.0,0.17789527735827704,0.23093161691912745,SAFE,0
28755,70000.0,2,2,2,34,-1,-1,-1,-1,0,0,2226.0,1245.0,-1000.0,11019.0,11632.0,7864.0,1245.0,0.0,12019.0,1000.0,157.0,7851.0,0.10412723091874303,0.17556488506909568,SAFE,0
23051,220000.0,2,2,1,41,-2,-2,-2,-2,-2,-2,24435.0,2131.0,36010.0,1050.0,9522.0,2340.0,2142.0,36204.0,1055.0,9569.0,6995.0,492.0,0.033925031227921155,0.17399438856625318,SAFE,0
21248,350000.0,1,1,1,35,0,0,0,2,-1,2,15193.0,19734.0,5338.0,3042.0,2418.0,2233.0,5197.0,3000.0,0.0,2500.0,0.0,5000.0,0.24994071583947322,0.27917548437609824,SAFE,0
26648,40000.0,1,1,2,26,2,0,0,2,2,0,36460.0,37549.0,40527.0,41036.0,39103.0,38945.0,2000.0,3900.0,1500.0,0.0,1600.0,1600.0,0.5184682645081774,0.3752899763972674,SAFE,1
24990,370000.0,1,1,1,45,0,0,0,0,0,0,123485.0,129885.0,134782.0,141002.0,145637.0,149281.0,10000.0,7000.0,10000.0,7000.0,6000.0,6000.0,0.21227889393046953,0.3506027415518087,SAFE,0
2254,10000.0,1,3,2,48,0,0,0,0,0,0,8858.0,9548.0,9540.0,9735.0,8070.0,0.0,1228.0,1000.0,195.0,161.0,0.0,0.0,0.23403964549122053,0.29468043701793356,SAFE,0
6861,180000.0,1,2,1,42,0,0,0,0,0,0,87815.0,79072.0,59852.0,60761.0,62425.0,63982.0,3800.0,3000.0,2500.0,2800.0,3000.0,2000.0,0.22653021870855375,0.26174652195236436,SAFE,0
23309,390000.0,2,2,1,32,-1,-1,-1,-1,-1,0,2075.0,0.0,682.0,10943.0,9942.0,11168.0,0.0,682.0,11130.0,9942.0,6600.0,1000.0,0.09550617776012535,0.20932386794573354,SAFE,0
3778,10000.0,1,2,2,24,0,0,0,2,0,0,5803.0,6849.0,8371.0,8090.0,8261.0,8773.0,1300.0,1800.0,0.0,450.0,800.0,0.0,0.2677364759637968,0.2366153502398153,SAFE,0
8130,30000.0,1,3,2,24,2,2,2,0,0,-2,28470.0,31407.0,30200.0,30000.0,0.0,0.0,3407.0,0.0,0.0,0.0,0.0,0.0,0.5632891620274433,0.49431300520761723,SAFE,0
2386,230000.0,2,2,2,42,0,0,0,0,0,0,64489.0,58611.0,54463.0,53008.0,52835.0,40015.0,3100.0,5000.0,5000.0,10000.0,3000.0,5000.0,0.16060583417072719,0.2490042274788405,SAFE,0
4839,50000.0,2,2,2,22,2,2,2,2,2,2,15006.0,14475.0,16227.0,16662.0,16253.0,17982.0,0.0,2000.0,1000.0,0.0,2000.0,0.0,0.5727634360867974,0.4248181776718736,SAFE,1
23774,240000.0,2,1,1,53,-2,-2,-1,-1,-2,-2,0.0,0.0,2007.0,-40.0,-40.0,8091.0,0.0,2007.0,40.0,0.0,8131.0,0.0,0.0733803495147393,0.27538059336368187,SAFE,0
29680,200000.0,1,2,1,37,0,0,0,0,0,0,208835.0,202673.0,193898.0,180759.0,160482.0,132870.0,7313.0,7157.0,11609.0,5609.0,5059.0,5014.0,0.168400339072683,0.31677669280205795,SAFE,0
9219,500000.0,2,2,1,47,-1,-1,-1,-1,-1,-1,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,0.09638144693288926,0.8759683247221152,SAFE,1
6719,200000.0,2,2,2,29,0,0,2,0,0,0,69412.0,69878.0,64222.0,50518.0,44892.0,76088.0,4012.0,2008.0,3008.0,9056.0,36100.0,22500.0,0.17096858808228677,0.24725467433545875,SAFE,0
20191,350000.0,2,1,2,31,0,0,0,0,0,0,35420.0,38632.0,42499.0,46590.0,52606.0,59537.0,4000.0,5000.0,5000.0,7000.0,8000.0,10000.0,0.17391169322967098,0.2766100960436008,SAFE,0
3792,120000.0,1,1,2,28,-1,0,0,0,0,0,8922.0,43070.0,47023.0,53576.0,57529.0,61392.0,35000.0,5000.0,8000.0,5000.0,5000.0,4000.0,0.14666862332848582,0.5623029971810525,SAFE,1
4382,20000.0,2,2,1,41,-1,-1,-1,-1,-1,-1,2468.0,1077.0,1140.0,0.0,7014.0,7696.0,1087.0,1140.0,0.0,7014.0,800.0,0.0,0.143476658206726,0.0949033910799446,SAFE,0
10783,30000.0,1,2,2,43,0,0,2,0,0,0,25724.0,29638.0,27000.0,27382.0,26876.0,28351.0,5300.0,0.0,1100.0,1000.0,2300.0,0.0,0.27456485057175595,0.28926465847137384,SAFE,0
628,230000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,0.1651875779182781,0.16756226618877937,SAFE,0
14925,280000.0,2,2,1,38,0,0,0,0,0,0,237821.0,223180.0,237301.0,201226.0,207802.0,219281.0,11000.0,20000.0,10000.0,10000.0,15000.0,10000.0,0.11793391576073113,0.2146162018510275,SAFE,0
28713,180000.0,2,2,1,42,0,0,0,0,0,0,132986.0,126825.0,109319.0,111343.0,91966.0,82280.0,6167.0,5800.0,5700.0,3600.0,3000.0,3234.0,0.1701734725087775,0.19343561580578497,SAFE,0
7172,360000.0,2,3,1,39,-1,-1,-1,-1,-1,-2,4964.0,177.0,2011.0,1116.0,0.0,0.0,177.0,2011.0,1116.0,0.0,0.0,0.0,0.090281665268354,0.34122224139526464,SAFE,0
7916,400000.0,1,1,2,29,-1,-1,-1,-1,0,-1,6748.0,7777.0,20192.0,17337.0,5396.0,516.0,7777.0,20192.0,17337.0,0.0,516.0,53871.0,0.07565236054795808,0.21094328907906768,SAFE,0
28915,150000.0,2,1,1,39,-1,-1,-1,-1,-1,-1,10147.0,0.0,1351.0,2942.0,384.0,504.0,0.0,1351.0,2942.0,384.0,504.0,280.0,0.1387795328577807,0.1545625403973621,SAFE,0
14775,370000.0,2,1,2,28,0,0,0,0,0,0,68452.0,71014.0,72547.0,74501.0,76058.0,77572.0,3513.0,3046.0,3000.0,2589.0,2603.0,2695.0,0.17345894785813162,0.2464178884018374,SAFE,0
17626,140000.0,2,1,2,33,2,0,0,0,0,0,130104.0,131356.0,136107.0,128738.0,126491.0,125213.0,4900.0,7005.0,7000.0,4762.0,5000.0,5000.0,0.39578845273323,0.2992911941842079,SAFE,0
7473,90000.0,2,2,1,33,0,0,2,0,0,0,26772.0,70398.0,56266.0,47804.0,44230.0,48144.0,56388.0,112.0,1779.0,1786.0,5414.0,2418.0,0.20228800701751581,0.24722428922978426,SAFE,0
1244,100000.0,2,3,1,50,2,2,2,-1,0,0,110537.0,99734.0,99973.0,71008.0,66735.0,68621.0,0.0,3000.0,103000.0,2500.0,3000.0,3000.0,0.4795213222348208,0.45138670176504614,SAFE,1
17105,80000.0,2,1,2,26,0,0,0,0,0,0,37329.0,38151.0,39229.0,40291.0,40902.0,42122.0,3700.0,2000.0,2000.0,3500.0,2000.0,4000.0,0.22402954481605647,0.2462958464894953,SAFE,0
29364,390000.0,1,2,2,29,-1,-1,-1,0,0,-2,6664.0,6931.0,5985.0,7151.0,-200.0,-200.0,6931.0,5985.0,7000.0,0.0,0.0,0.0,0.08379721783059119,0.20164763464911667,SAFE,0
24624,190000.0,1,2,1,42,0,0,0,0,0,0,31323.0,28890.0,26793.0,27304.0,25845.0,22796.0,1500.0,1500.0,2000.0,1500.0,898.0,1000.0,0.25165473336208993,0.31792544660233196,SAFE,0
29755,220000.0,1,1,1,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3006374417315789,0.3561662658002122,SAFE,0
20963,290000.0,1,1,2,32,-1,3,2,0,0,0,3739.0,3738.0,3737.0,179546.0,182148.0,185484.0,0.0,0.0,179460.0,6900.0,6600.0,7800.0,0.2652049258121963,0.671880314161765,SAFE,1
2003,50000.0,2,1,2,23,-1,0,0,0,0,0,15036.0,15790.0,18202.0,18601.0,19138.0,18319.0,1300.0,2701.0,700.0,847.0,655.0,700.0,0.15993303515415708,0.11738231805454546,SAFE,0
24722,360000.0,1,2,0,38,-1,-1,-1,-2,-2,-2,176.0,252.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.14788431243777667,0.4115236827565602,SAFE,0
9259,20000.0,2,2,2,21,0,0,0,0,0,0,20040.0,17850.0,13560.0,11748.0,10632.0,10019.0,1499.0,1099.0,333.0,2000.0,2000.0,800.0,0.2103488773178224,0.20995710459073214,SAFE,0
17376,350000.0,2,2,2,31,1,2,0,0,0,0,279767.0,253462.0,259137.0,264798.0,269673.0,275672.0,0.0,9754.0,10000.0,9396.0,10083.0,9439.0,0.22262578456138168,0.3861136254615207,SAFE,0
27676,20000.0,2,2,2,22,2,0,0,0,0,0,20549.0,21301.0,22251.0,18040.0,18402.0,19118.0,1400.0,1300.0,1284.0,646.0,1000.0,836.0,0.43455265157482076,0.3762510818359136,SAFE,0
2282,500000.0,1,3,1,56,0,0,0,0,0,0,139117.0,130301.0,119701.0,121296.0,122477.0,125279.0,4500.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.14617096166904414,0.3003007445224932,SAFE,0
28414,80000.0,2,1,1,28,0,0,0,0,0,-1,73606.0,81876.0,71029.0,67915.0,69190.0,53606.0,10200.0,4000.0,10000.0,11700.0,53606.0,5000.0,0.20864480504704871,0.21227641641291425,SAFE,0
27915,80000.0,2,1,2,27,0,0,0,0,0,0,36959.0,38042.0,38925.0,40274.0,41598.0,42926.0,2000.0,1800.0,2000.0,2000.0,2000.0,3000.0,0.22458099383486899,0.2850294603479055,SAFE,0
28475,80000.0,2,2,2,33,0,0,0,0,0,-2,25211.0,14863.0,15816.0,12710.0,0.0,0.0,1300.0,1210.0,1000.0,0.0,0.0,56990.0,0.17727843651879072,0.11360877932383065,SAFE,0
13364,260000.0,2,2,2,33,-2,-1,0,0,0,0,4141.0,131000.0,129698.0,120375.0,118847.0,120361.0,133280.0,4813.0,4039.0,4095.0,4271.0,3701.0,0.02814511369230485,0.16732940840056792,SAFE,0
1703,150000.0,2,1,2,30,0,0,2,0,0,2,44795.0,43700.0,19543.0,34648.0,24241.0,19339.0,10000.0,20.0,30000.0,19800.0,0.0,5000.0,0.20201617216706838,0.6205453642695288,SAFE,1
25545,120000.0,2,2,1,37,0,0,0,0,0,0,106469.0,108606.0,107945.0,111622.0,115301.0,117873.0,5400.0,4000.0,5500.0,5500.0,5500.0,1000.0,0.20679507921645995,0.2574952368987032,SAFE,0
6524,100000.0,1,2,1,36,0,0,0,0,0,0,46202.0,47239.0,48258.0,49218.0,99677.0,51738.0,1784.0,1803.0,1763.0,1843.0,4654.0,2297.0,0.27513523105163484,0.29515376236254953,SAFE,0
29721,150000.0,1,3,2,39,0,0,0,0,0,0,42029.0,42678.0,11413.0,12418.0,12415.0,13211.0,2100.0,1500.0,1500.0,500.0,1000.0,2300.0,0.17127503422168044,0.14058036129509718,SAFE,0
12621,170000.0,2,5,1,37,-2,-2,-1,-1,-1,-1,743.0,0.0,16474.0,4650.0,2359.0,0.0,0.0,16474.0,4650.0,2359.0,0.0,1977.0,0.03378618890473166,0.14437380993243645,SAFE,0
13239,20000.0,1,1,2,22,1,2,2,0,0,0,19438.0,20528.0,19464.0,18604.0,18172.0,14444.0,1700.0,0.0,700.0,620.0,800.0,300.0,0.5211653742004994,0.36330002714257836,SAFE,1
14471,220000.0,1,1,1,48,3,2,2,-2,-2,-2,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7768836700380845,0.3122088963785999,SAFE,1
29574,270000.0,1,3,2,32,1,2,2,2,0,0,157318.0,153388.0,164866.0,160821.0,164010.0,167446.0,0.0,13900.0,0.0,5760.0,5967.0,7488.0,0.30911223268597,0.31587934290580344,SAFE,0
23271,60000.0,2,3,2,37,0,0,0,0,0,0,53867.0,54971.0,57284.0,58562.0,29121.0,27003.0,2000.0,3200.0,3300.0,1000.0,1100.0,1000.0,0.16908467821347894,0.2054043908446448,SAFE,0
27651,20000.0,2,3,1,54,2,0,0,2,2,2,14381.0,16174.0,18210.0,19335.0,19715.0,20249.0,2350.0,2300.0,1721.0,1000.0,1000.0,1000.0,0.4730305084953866,0.43631820269538707,SAFE,0
27598,150000.0,2,1,2,26,0,0,0,0,0,0,24242.0,20263.0,21332.0,22371.0,22700.0,23184.0,1700.0,1700.0,1700.0,1000.0,1000.0,1000.0,0.2134760821380614,0.19813881762337032,SAFE,0
3010,30000.0,1,3,2,25,2,2,2,0,0,2,22440.0,24168.0,23481.0,23950.0,25659.0,25098.0,2390.0,0.0,859.0,2097.0,0.0,1092.0,0.5679431599800155,0.4180581974979039,SAFE,1
14425,210000.0,1,1,2,27,0,0,0,2,2,0,110757.0,113139.0,119812.0,120763.0,118722.0,121249.0,5650.0,10100.0,4400.0,0.0,4500.0,4500.0,0.2094496330911539,0.22767806510708888,SAFE,0
29288,60000.0,1,2,2,25,0,0,2,2,0,0,56473.0,61514.0,61748.0,58583.0,28301.0,29301.0,6000.0,1800.0,0.0,600.0,1000.0,300.0,0.24759439465635266,0.2514969858264373,SAFE,0
16478,80000.0,2,2,1,54,2,2,2,2,2,2,48298.0,49402.0,50416.0,51293.0,50170.0,53391.0,2200.0,2100.0,2000.0,0.0,4200.0,2100.0,0.6162159401413106,0.4917799337211073,SAFE,1
23233,230000.0,2,2,2,35,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045989352750444856,0.6982541075002757,SAFE,1
19884,230000.0,2,2,1,42,-2,-2,-2,-2,-2,-1,7906.0,2131.0,5733.0,4292.0,4694.0,4709.0,2138.0,5756.0,4303.0,4711.0,4741.0,6037.0,0.05017387866501124,0.2187836148250266,SAFE,0
6161,370000.0,1,1,1,40,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2809915524834666,0.7090178850616696,SAFE,1
8604,90000.0,2,2,1,47,0,0,0,0,0,0,28477.0,28718.0,28847.0,28747.0,29177.0,29452.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.24903233598715596,0.38110258295384125,SAFE,0
6016,60000.0,2,2,1,49,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2789011033753867,0.5218380002176807,SAFE,1
22534,180000.0,2,1,1,36,0,0,0,0,0,0,4911.0,6688.0,8432.0,9977.0,10030.0,10836.0,2000.0,2000.0,2000.0,500.0,1100.0,0.0,0.26370305011957357,0.24144205671035676,SAFE,0
6631,120000.0,2,2,2,35,0,0,0,0,0,0,71708.0,72047.0,67080.0,68660.0,69411.0,2855.0,3200.0,3000.0,3700.0,3500.0,1000.0,68074.0,0.15551442877576965,0.20414200605121519,SAFE,0
28280,230000.0,2,2,2,36,-2,-1,-1,-1,-1,-1,858.0,885.0,669.0,656.0,827.0,2360.0,885.0,669.0,656.0,827.0,2376.0,943.0,0.05668512743579212,0.143928652253225,SAFE,0
24867,150000.0,1,1,1,36,1,-2,-2,-2,-1,-1,0.0,-316.0,-632.0,-1264.0,316.0,782.0,0.0,0.0,0.0,1580.0,782.0,638.0,0.3115314547327087,0.2522176684321207,SAFE,0
5844,10000.0,1,2,2,37,-1,-1,-1,0,-1,0,885.0,1475.0,780.0,390.0,780.0,390.0,1475.0,780.0,0.0,31250.0,0.0,0.0,0.13024148990062273,0.08824293295075136,SAFE,0
23547,260000.0,2,1,1,38,0,0,-1,0,-1,-1,16995.0,12947.0,31394.0,26254.0,6522.0,0.0,3087.0,33000.0,2000.0,6522.0,0.0,5320.0,0.16853639081540167,0.27069533824123576,SAFE,0
10134,40000.0,2,2,1,45,1,2,0,0,0,0,40910.0,39592.0,40135.0,37403.0,30159.0,27854.0,0.0,2196.0,4.0,603.0,925.0,389.0,0.45713100244854926,0.3628497607004378,SAFE,0
5364,500000.0,2,2,1,52,-1,-1,-1,-1,-1,-1,7593.0,8660.0,0.0,30498.0,1174.0,0.0,8677.0,0.0,30498.0,1174.0,0.0,800.0,0.08773267312958297,0.3371142221921383,SAFE,0
5035,50000.0,2,1,2,23,0,0,0,0,0,0,48064.0,49362.0,48038.0,8760.0,9646.0,7747.0,2091.0,1310.0,1000.0,1000.0,277.0,296.0,0.22346749754690992,0.5491568692403215,SAFE,1
29120,200000.0,2,1,1,50,-1,2,2,-1,0,-1,2070.0,3250.0,0.0,1500.0,750.0,750.0,2500.0,0.0,2250.0,0.0,750.0,845.0,0.25035163918477343,0.3564914490297881,SAFE,0
15259,130000.0,2,1,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.0,0.24096176825206658,0.24022725912787554,SAFE,0
7918,60000.0,1,3,2,25,0,0,0,0,0,0,57530.0,59869.0,59942.0,28934.0,27461.0,28504.0,3869.0,2742.0,1200.0,1461.0,1504.0,1683.0,0.18852757264982778,0.17740699046186395,SAFE,0
21512,30000.0,2,2,2,23,2,-1,-1,-1,0,0,729.0,479.0,859.0,755.0,755.0,220.0,483.0,859.0,755.0,0.0,0.0,0.0,0.38091316371238637,0.40981587548027343,SAFE,1
17589,20000.0,2,2,1,43,0,0,0,0,0,0,6459.0,7470.0,8492.0,9547.0,20766.0,12197.0,1123.0,1145.0,1200.0,2000.0,3000.0,1000.0,0.26754380172818615,0.3969783916938327,SAFE,0
17617,500000.0,2,1,2,31,-1,-1,-1,-1,-1,-1,1779.0,644.0,1138.0,643.0,628.0,905.0,644.0,1138.0,643.0,630.0,905.0,3111.0,0.08514570035710683,0.32863204950909386,SAFE,0
18235,50000.0,1,3,2,58,2,0,0,0,0,0,7831.0,7556.0,7312.0,6959.0,5813.0,3985.0,1123.0,1140.0,1048.0,163.0,135.0,151.0,0.45717306639523586,0.44227021280693946,SAFE,0
2776,210000.0,2,3,1,40,-1,-1,0,0,0,0,2309.0,4791.0,4909.0,6588.0,9074.0,8651.0,4791.0,1909.0,2588.0,3074.0,3651.0,6349.0,0.10756647385775943,0.20485610787235214,SAFE,0
6490,250000.0,2,2,2,31,1,2,0,0,0,0,59878.0,58348.0,59530.0,60668.0,59786.0,130890.0,0.0,2150.0,2116.0,65.0,72460.0,5000.0,0.32490701766831726,0.49654201994243363,SAFE,1
20531,150000.0,1,2,2,27,0,0,2,0,0,2,58795.0,62799.0,61233.0,61915.0,69079.0,67852.0,5600.0,0.0,2300.0,8219.0,0.0,9000.0,0.2245665733451552,0.20578323416381233,SAFE,0
18977,490000.0,2,1,2,29,0,0,0,0,-1,-1,20984.0,10863.0,5342.0,7395.0,367.0,13804.0,2000.0,2000.0,3500.0,367.0,16024.0,3500.0,0.1560924294326376,0.3316689706183971,SAFE,0
23011,230000.0,2,2,1,43,0,0,0,0,0,0,226319.0,230825.0,234832.0,217987.0,169529.0,172143.0,9309.0,8795.0,8337.0,6015.0,6292.0,6080.0,0.14774148962960423,0.6478927386367348,SAFE,1
27398,300000.0,1,3,1,45,-1,-1,-1,2,-1,0,836.0,390.0,780.0,390.0,780.0,780.0,390.0,780.0,0.0,780.0,0.0,0.0,0.11817800784437768,0.2508682018041619,SAFE,0
28769,500000.0,2,1,2,37,0,0,0,0,0,0,80846.0,74776.0,73558.0,71055.0,61248.0,40737.0,3032.0,3200.0,1946.0,1734.0,2000.0,4128.0,0.14198624292232967,0.2934950147707021,SAFE,0
24689,500000.0,1,3,1,46,-1,-1,-1,-1,-1,-1,4031.0,3684.0,7544.0,14459.0,9736.0,9123.0,3709.0,7594.0,14484.0,9762.0,9142.0,17241.0,0.07675604761747533,0.2516140119849204,SAFE,0
26429,250000.0,2,1,1,36,-2,-2,-2,-2,-2,-2,2508.0,3978.0,6560.0,4438.0,4309.0,816.0,3978.0,6560.0,4438.0,4311.0,816.0,9165.0,0.05685044131189713,0.156482276058788,SAFE,0
690,80000.0,1,2,2,32,0,0,0,0,0,0,51372.0,51872.0,47593.0,43882.0,42256.0,42527.0,1853.0,1700.0,1522.0,1548.0,1488.0,1500.0,0.23043096236118515,0.17452544518836174,SAFE,0
2731,50000.0,1,3,2,30,1,2,3,2,2,2,31217.0,33423.0,32600.0,31777.0,33966.0,34759.0,3000.0,0.0,0.0,2700.0,1500.0,0.0,0.4549454395580858,0.4028463678884527,SAFE,0
1182,390000.0,2,1,2,27,2,0,0,0,0,0,386301.0,392458.0,290201.0,295606.0,300709.0,305904.0,17000.0,11000.0,11000.0,10656.0,11000.0,12000.0,0.185408681376306,0.356297920656709,SAFE,0
20255,350000.0,2,1,1,52,3,2,2,7,7,7,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7425280290143114,0.3564368015655712,SAFE,1
